ch1_rRMS,ch2_rRMS,ch3_rRMS,ch1_rMAV,ch2_rMAV,ch3_rMAV,ch1_rWL,ch2_rWL,ch3_rWL,ch1_rSSC,ch2_rSSC,ch3_rSSC,ch1_RMS,ch2_RMS,ch3_RMS,ch1_MAV,ch2_MAV,ch3_MAV,ch1_WL,ch2_WL,ch3_WL,ch1_SSC,ch2_SSC,ch3_SSC,rch1_mean,rch1_std,rch1_min,rch1_1%,rch1_5%,rch1_10%,rch1_25%,rch1_50%,rch1_75%,rch1_90%,rch1_99%,rch1_max,rch2_mean,rch2_std,rch2_min,rch2_1%,rch2_5%,rch2_10%,rch2_25%,rch2_50%,rch2_75%,rch2_90%,rch2_99%,rch2_max,rch3_mean,rch3_std,rch3_min,rch3_1%,rch3_5%,rch3_10%,rch3_25%,rch3_50%,rch3_75%,rch3_90%,rch3_99%,rch3_max,ch1_mean,ch1_std,ch1_min,ch1_1%,ch1_5%,ch1_10%,ch1_25%,ch1_50%,ch1_75%,ch1_90%,ch1_99%,ch1_max,ch2_mean,ch2_std,ch2_min,ch2_1%,ch2_5%,ch2_10%,ch2_25%,ch2_50%,ch2_75%,ch2_90%,ch2_99%,ch2_max,ch3_mean,ch3_std,ch3_min,ch3_1%,ch3_5%,ch3_10%,ch3_25%,ch3_50%,ch3_75%,ch3_90%,ch3_99%,ch3_max,0
2.570179552936813,2.63114012924898,2.502879188614586,2.5595210774739585,2.6286548868815105,2.469273681640625,0.19915486653645834,0.08758809407552083,0.3368636067708333,0.5,0.4683333333333333,0.473,0.23382787426436533,0.11433581638478013,0.4088505865169313,0.16627844191487617,0.07136863106282552,0.25476763252766893,0.19915486653645834,0.08758809407552083,0.3368636067708333,0.5,0.4683333333333333,0.473,3.16572021484375,0.05761889807660866,3.1207275390625,3.123779296875,3.12744140625,3.1292724609375,3.13232421875,3.1365966796875,3.15032958984375,3.28094482421875,3.28826904296875,3.29071044921875,2.8946358235677083,0.05173737776024002,2.84393310546875,2.8497314453125,2.85675048828125,2.860107421875,2.8656005859375,2.870941162109375,2.88055419921875,2.999267578125,3.006591796875,3.0096435546875,2.8012630208333333,0.15791970823326384,2.61566162109375,2.6260345458984378,2.6483154296875,2.6617431640625,2.6824951171875,2.69805908203125,3.0096435546875,3.0230712890625,3.03131103515625,3.03375244140625,-0.10975262451171884,0.05761889807660866,-0.15474530029296885,-0.15169354248046885,-0.14803143310546885,-0.14620037841796885,-0.14314862060546885,-0.13887615966796885,-0.12514324951171885,0.005471984863281154,0.012796203613281154,0.015237609863281154,-0.08290668741861972,0.05173737776024002,-0.13360940551757805,-0.12781106567382805,-0.12079202270507805,-0.11743508911132805,-0.11194192504882805,-0.10660134887695305,-0.09698831176757805,0.02172506713867195,0.02904928588867195,0.03210104370117195,-0.2316033426920572,0.15791970823326384,-0.4172047424316405,-0.40683181762695303,-0.3845509338378905,-0.3711231994628905,-0.3503712463378905,-0.3348072814941405,-0.02322280883789052,-0.009795074462890518,-0.0015553283691405184,0.0008860778808594816,1
2.662678150351467,2.630638647124268,2.468508841157796,2.5554407755533854,2.6292261759440105,2.4656833902994792,0.6178047688802083,0.06317840576171875,0.09042775472005209,0.4703333333333333,0.46366666666666667,0.43633333333333335,0.7480561134970588,0.08619464486031184,0.11816293627791816,0.4893084910888679,0.06233406848144529,0.08205567614746075,0.6178047688802083,0.06317840576171875,0.09042775472005209,0.4703333333333333,0.46366666666666667,0.43633333333333335,3.1552357991536457,0.07374047612974297,3.09844970703125,3.10150146484375,3.1060791015625,3.109710693359375,3.114013671875,3.11859130859375,3.1443023681640625,3.3099365234375,3.31695556640625,3.31939697265625,2.8878961181640626,0.060627891286477054,2.8216552734375,2.82623291015625,2.8329315185546875,2.8387451171875,2.8558349609375,2.8631591796875,2.87078857421875,3.0126953125,3.01910400390625,3.02032470703125,2.830080769856771,0.09929454159258157,2.75970458984375,2.7654998779296873,2.76947021484375,2.7716064453125,2.774658203125,2.779541015625,2.81036376953125,3.04046630859375,3.04779052734375,3.0511474609375,-0.120237040201823,0.07374047612974297,-0.17702313232421885,-0.17397137451171885,-0.16939373779296885,-0.16576214599609385,-0.16145916748046885,-0.15688153076171885,-0.13117047119140635,0.034463684082031154,0.041482727050781154,0.043924133300781154,-0.08964639282226555,0.060627891286477054,-0.15588723754882805,-0.15130960083007805,-0.14461099243164055,-0.13879739379882805,-0.12170755004882805,-0.11438333129882805,-0.10675393676757805,0.03515280151367195,0.04156149291992195,0.04278219604492195,-0.20278559366861973,0.09929454159258157,-0.2731617736816405,-0.26736648559570303,-0.2633961486816405,-0.2612599182128905,-0.2582081604003905,-0.2533253479003905,-0.22250259399414052,0.007599945068359482,0.014924163818359482,0.01828109741210948,2
2.566538869889781,2.634828976267085,2.463105792591292,2.5626259358723957,2.6322639973958335,2.4603858439127606,0.09274464925130209,0.09041300455729166,0.0946710205078125,0.4856666666666667,0.45866666666666667,0.44733333333333336,0.14172351635672875,0.11626397111581212,0.11572437454276933,0.08725653322347018,0.074536390218099,0.07147335017903629,0.09274464925130209,0.09041300455729166,0.0946710205078125,0.4856666666666667,0.45866666666666667,0.44733333333333336,3.208346150716146,0.054882252946215196,3.13018798828125,3.1365936279296873,3.14483642578125,3.1500244140625,3.1774139404296875,3.19122314453125,3.21075439453125,3.3148193359375,3.3197021484375,3.3221435546875,2.9657601928710937,0.03680543352720413,2.90008544921875,2.9061859130859373,2.91412353515625,2.92236328125,2.94525146484375,2.95745849609375,2.97393798828125,3.033447265625,3.0386383056640627,3.040771484375,2.8687650553385415,0.08190855512841967,2.7679443359375,2.77191162109375,2.78076171875,2.80029296875,2.8216552734375,2.83599853515625,2.8696441650390625,3.0316162109375,3.037109375,3.0389404296875,-0.06712668863932301,0.054882252946215196,-0.14528485107421885,-0.13887921142578133,-0.13063641357421885,-0.12544842529296885,-0.09805889892578135,-0.08424969482421885,-0.06471844482421885,0.039346496582031154,0.044229309082031154,0.046670715332031154,-0.0117823181152343,0.03680543352720413,-0.07745706176757805,-0.07135659790039055,-0.06341897583007805,-0.05517922973632805,-0.03229104614257805,-0.02008401489257805,-0.0036045227050780504,0.05590475463867195,0.06109579467773438,0.06322897338867195,-0.16410130818684887,0.08190855512841966,-0.2649220275878905,-0.2609547424316405,-0.2521046447753905,-0.23257339477539052,-0.21121109008789052,-0.19686782836914052,-0.16322219848632802,-0.0012501525878905184,0.004243011474609482,0.006074066162109482,3
2.590270366000617,2.637454907407207,2.472164938783757,2.560805460611979,2.634968973795573,2.4597584025065102,0.2029887898763021,0.03553365071614583,0.08464090983072917,0.4796666666666667,0.49433333333333335,0.4866666666666667,0.3895900747372694,0.11461320652259983,0.24736580385059814,0.20890401910400375,0.05112884851074225,0.10474534261067699,0.2029887898763021,0.03553365071614583,0.08464090983072917,0.4796666666666667,0.49433333333333335,0.4866666666666667,3.248403828938802,0.038574758134154015,3.2012939453125,3.2086181640625,3.214111328125,3.2159423828125,3.22052001953125,3.233642578125,3.245849609375,3.31817626953125,3.3224517822265627,3.3245849609375,2.95334950764974,0.040247764620235,2.8961181640625,2.90313720703125,2.9180908203125,2.92083740234375,2.9254150390625,2.938232421875,2.94769287109375,3.02642822265625,3.031005859375,3.03314208984375,2.8999009195963543,0.06971093635134787,2.8125,2.8216522216796873,2.8402557373046875,2.84881591796875,2.86224365234375,2.86712646484375,2.87353515625,3.0291748046875,3.0340576171875,3.035888671875,-0.02706901041666676,0.03857475813415402,-0.07417889404296885,-0.06685467529296885,-0.061361511230468846,-0.059530456542968846,-0.054952819824218846,-0.041830261230468846,-0.029623229980468846,0.042703430175781154,0.04697894287109358,0.049112121582031154,-0.024193003336588467,0.040247764620235,-0.08142434692382805,-0.07440530395507805,-0.05945169067382805,-0.05670510864257805,-0.05212747192382805,-0.03931008911132805,-0.02984963989257805,0.04888571166992195,0.05346334838867195,0.05559957885742195,-0.13296544392903634,0.06971093635134787,-0.22036636352539052,-0.21121414184570303,-0.19261062622070302,-0.18405044555664052,-0.17062271118164052,-0.16573989868164052,-0.15933120727539052,-0.0036915588378905184,0.0011912536621094816,0.0030223083496094816,4
2.5848797866903173,2.636950259453172,2.4587750649165514,2.5624339803059897,2.6364801025390623,2.4580973307291667,0.2823420206705729,0.0446435546875,0.04977976481119792,0.49366666666666664,0.4186666666666667,0.4226666666666667,0.33992588401498075,0.05027197564475117,0.05780352825394716,0.24122465865071593,0.03910725056966157,0.0432230734863282,0.2823420206705729,0.0446435546875,0.04977976481119792,0.49366666666666664,0.4186666666666667,0.4226666666666667,3.181807454427083,0.05525725061119261,3.1219482421875,3.12835693359375,3.1341552734375,3.1414794921875,3.15155029296875,3.16070556640625,3.1781768798828125,3.310546875,3.31817626953125,3.32000732421875,2.933775634765625,0.03777331973971553,2.88360595703125,2.8881805419921878,2.8961181640625,2.9034423828125,2.9144287109375,2.9205322265625,2.93212890625,3.02001953125,3.02734375,3.02947998046875,2.765924580891927,0.05076538463272852,2.6953125,2.70355224609375,2.71942138671875,2.72705078125,2.7349853515625,2.74749755859375,2.77557373046875,2.8753662109375,2.9046661376953127,2.90863037109375,-0.09366538492838551,0.055257250611192604,-0.15352459716796885,-0.14711590576171885,-0.14131756591796885,-0.13399334716796885,-0.12392254638671885,-0.11476727294921885,-0.09729595947265635,0.035074035644531154,0.042703430175781154,0.044534484863281154,-0.04376687622070305,0.03777331973971553,-0.09393655395507805,-0.08936196899414056,-0.08142434692382805,-0.07410012817382805,-0.06311380004882805,-0.05701028442382805,-0.04541360473632805,0.04247702026367195,0.04980123901367195,0.05193746948242195,-0.26694178263346346,0.05076538463272852,-0.3375538635253905,-0.3293141174316405,-0.3134449768066405,-0.3058155822753905,-0.2978810119628905,-0.2853688049316405,-0.2572926330566405,-0.15750015258789052,-0.1282002258300781,-0.12423599243164052,5
2.5696960022753026,2.6353078796406133,2.468769954328383,2.5570755004882812,2.634690246582031,2.4672887166341146,0.21517222086588542,0.054755859375,0.06845306396484375,0.49533333333333335,0.442,0.4693333333333333,0.25437186108959736,0.057282432661277576,0.08573205184738636,0.1717874757080076,0.04378844897460945,0.06056063610839803,0.21517222086588542,0.054755859375,0.06845306396484375,0.49533333333333335,0.442,0.4693333333333333,3.2288166300455727,0.05978194958652575,3.1689453125,3.17169189453125,3.17657470703125,3.17901611328125,3.1829833984375,3.1927490234375,3.3081817626953125,3.32061767578125,3.3239776611328127,3.32672119140625,2.9768011474609377,0.043944272363297336,2.92816162109375,2.93060302734375,2.93426513671875,2.93731689453125,2.94281005859375,2.95166015625,3.03436279296875,3.0438232421875,3.0474853515625,3.04962158203125,2.912308756510417,0.07104023837383516,2.8460693359375,2.85003662109375,2.85308837890625,2.8546142578125,2.85858154296875,2.86529541015625,3.0063629150390625,3.0194091796875,3.023681640625,3.02734375,-0.046656209309895925,0.05978194958652575,-0.10652752685546885,-0.10378094482421885,-0.09889813232421885,-0.09645672607421885,-0.09248944091796885,-0.08272381591796885,0.032708923339843654,0.045144836425781154,0.04850482177734358,0.051248352050781154,-0.0007413635253905516,0.04394427236329733,-0.04938088989257805,-0.04693948364257805,-0.04327737426757805,-0.04022561645507805,-0.03473245239257805,-0.02588235473632805,0.05682028198242195,0.06628073120117195,0.06994284057617195,0.07207907104492195,-0.12055760701497387,0.07104023837383515,-0.18679702758789052,-0.18282974243164052,-0.17977798461914052,-0.17825210571289052,-0.17428482055664052,-0.16757095336914052,-0.02650344848632802,-0.013457183837890518,-0.009184722900390518,-0.005522613525390518,6
2.5856048239979903,2.636474708018781,2.467110239800863,2.5613824462890626,2.635941467285156,2.4654437255859376,0.30520528157552085,0.04512583414713542,0.06861806233723958,0.5036666666666667,0.472,0.5096666666666667,0.35309985180473513,0.05340627999228849,0.09076995957801683,0.26167392620849583,0.04180929992675791,0.06707176196289037,0.30520528157552085,0.04512583414713542,0.06861806233723958,0.5036666666666667,0.472,0.5096666666666667,3.1553499348958334,0.049595319040695106,3.115234375,3.1195068359375,3.12347412109375,3.1256103515625,3.13018798828125,3.13690185546875,3.155517578125,3.197418212890625,3.3251983642578122,3.32977294921875,2.9203109741210938,0.030450297172184986,2.87933349609375,2.88421630859375,2.88909912109375,2.8961181640625,2.90435791015625,2.9119873046875,2.9248046875,2.93670654296875,3.026123046875,3.0328369140625,2.7985293579101564,0.05630033622003397,2.74169921875,2.7459716796875,2.75604248046875,2.764862060546875,2.7728271484375,2.781982421875,2.7960205078125,2.8226318359374996,2.99896240234375,3.00628662109375,-0.1201229044596355,0.049595319040695106,-0.16023846435546885,-0.15596600341796885,-0.15199871826171885,-0.14986248779296885,-0.14528485107421885,-0.13857098388671885,-0.11995526123046885,-0.07805462646484393,0.04972552490234358,0.054300109863281154,-0.0572315368652343,0.030450297172184986,-0.09820901489257805,-0.09332620239257805,-0.08844338989257805,-0.08142434692382805,-0.07318460083007805,-0.06555520629882805,-0.05273782348632805,-0.04083596801757805,0.04858053588867195,0.05529440307617195,-0.2343370056152343,0.05630033622003397,-0.2911671447753905,-0.2868946838378905,-0.2768238830566405,-0.2680043029785155,-0.2600392150878905,-0.2508839416503905,-0.23684585571289052,-0.21023452758789085,-0.03390396118164052,-0.02657974243164052,7
2.570280689275275,2.630116891229421,2.464555698738584,2.565610046386719,2.629646911621094,2.464185587565104,0.13332661946614582,0.04558502197265625,0.037899678548177086,0.5083333333333333,0.461,0.47633333333333333,0.15503471707707195,0.04971910948302959,0.042822973813225626,0.11112019091796875,0.03828485388183594,0.03389153780110657,0.13332661946614582,0.04558502197265625,0.037899678548177086,0.5083333333333333,0.461,0.47633333333333333,3.1915369669596356,0.05278878762744855,3.13995361328125,3.14300537109375,3.14605712890625,3.14849853515625,3.1549072265625,3.1689453125,3.2001495361328125,3.29437255859375,3.29986572265625,3.30230712890625,2.945756123860677,0.03871128496229236,2.9052734375,2.9083251953125,2.9116668701171875,2.913818359375,2.919921875,2.9290771484375,2.95257568359375,3.02093505859375,3.0267333984375,3.03009033203125,2.8818951416015626,0.06662371516834328,2.82073974609375,2.823486328125,2.82867431640625,2.83233642578125,2.840576171875,2.8497314453125,2.89581298828125,3.013916015625,3.02032470703125,3.023681640625,-0.08393587239583343,0.05278878762744855,-0.13551922607421885,-0.13246746826171885,-0.12941571044921885,-0.12697430419921885,-0.12056561279296885,-0.10652752685546885,-0.07532330322265635,0.018899719238281154,0.024392883300781154,0.026834289550781154,-0.03178638712565097,0.03871128496229236,-0.07226907348632805,-0.06921731567382805,-0.06587564086914055,-0.06372415161132805,-0.05762063598632805,-0.04846536254882805,-0.02496682739257805,0.04339254760742195,0.04919088745117195,0.05254782104492195,-0.15097122192382803,0.06662371516834327,-0.21212661743164052,-0.20938003540039052,-0.20419204711914052,-0.20052993774414052,-0.19229019165039052,-0.18313491821289052,-0.13705337524414052,-0.01895034790039052,-0.012541656494140518,-0.009184722900390518,8
2.5811134238421056,2.6371886840061554,2.470643792677632,2.5648623657226564,2.6357078043619793,2.4600154622395833,0.21631947835286458,0.06813507080078125,0.18111582438151042,0.49433333333333335,0.47633333333333333,0.499,0.2892500967047414,0.08857967960092723,0.22892316589461426,0.19267538551839183,0.06404673767089848,0.15681785396321624,0.21631947835286458,0.06813507080078125,0.18111582438151042,0.49433333333333335,0.47633333333333333,0.499,3.003939514160156,0.18142354508698355,2.8680419921875,2.8713958740234373,2.87628173828125,2.88238525390625,2.8912353515625,2.8985595703125,3.0959320068359375,3.328857421875,3.3331298828125,3.3349609375,2.7908245849609377,0.13619360306397293,2.6800537109375,2.68524169921875,2.6907196044921875,2.696533203125,2.70843505859375,2.7166748046875,2.80792236328125,3.03985595703125,3.04443359375,3.0462646484375,2.449189961751302,0.33026970860268917,2.21160888671875,2.21588134765625,2.220458984375,2.224395751953125,2.2381591796875,2.25738525390625,2.605743408203125,3.04412841796875,3.04901123046875,3.050537109375,-0.2715333251953126,0.18142354508698355,-0.40743084716796885,-0.40407696533203136,-0.39919110107421885,-0.39308758544921885,-0.38423748779296885,-0.37691326904296885,-0.17954083251953135,0.053384582519531154,0.057657043457031154,0.059488098144531154,-0.18671792602539056,0.13619360306397293,-0.29748880004882805,-0.29230081176757805,-0.28682290649414055,-0.28100930786132805,-0.26910745239257805,-0.26086770629882805,-0.16962014770507805,0.06231344604492195,0.06689108276367195,0.06872213745117195,-0.5836764017740885,0.33026970860268917,-0.8212574768066405,-0.8169850158691405,-0.8124073791503905,-0.8084706115722655,-0.7947071838378905,-0.7754811096191405,-0.4271229553222655,0.011262054443359482,0.01614486694335948,0.01767074584960948,9
2.5891900161903103,2.63895222316737,2.4642704459299365,2.561082356770833,2.6383099365234375,2.46070556640625,0.2928485107421875,0.04797475179036458,0.09953175862630208,0.47633333333333333,0.412,0.455,0.380483656709345,0.058873865044396054,0.13250316502369397,0.24796490207926425,0.044018035725911564,0.08626665938313803,0.2928485107421875,0.04797475179036458,0.09953175862630208,0.47633333333333333,0.412,0.455,3.17836181640625,0.11641534531386517,3.06243896484375,3.06884765625,3.07281494140625,3.074951171875,3.0846405029296875,3.10943603515625,3.33831787109375,3.352386474609375,3.3572418212890622,3.35968017578125,2.9186943562825522,0.08544615674390219,2.80853271484375,2.81463623046875,2.83233642578125,2.83935546875,2.85003662109375,2.87933349609375,3.02947998046875,3.05084228515625,3.0560302734375,3.05877685546875,2.745234069824219,0.16862152146723963,2.55615234375,2.56195068359375,2.60162353515625,2.6092529296875,2.62359619140625,2.63824462890625,2.9791259765625,3.005401611328125,3.0126953125,3.0157470703125,-0.09711102294921885,0.11641534531386517,-0.21303387451171885,-0.20662518310546885,-0.20265789794921885,-0.20052166748046885,-0.19083233642578135,-0.16603680419921885,0.06284503173828115,0.07691363525390613,0.08176898193359358,0.08420733642578115,-0.05884815470377597,0.08544615674390219,-0.16900979614257805,-0.16290628051757805,-0.14520608520507805,-0.13818704223632805,-0.12750588989257805,-0.09820901489257805,0.05193746948242195,0.07329977416992195,0.07848776245117195,0.08123434448242195,-0.2876322937011718,0.16862152146723963,-0.4767140197753905,-0.4709156799316405,-0.4312428283691405,-0.4236134338378905,-0.4092701721191405,-0.3946217346191405,-0.05374038696289052,-0.027464752197265546,-0.02017105102539052,-0.01711929321289052,10
