,feature1,feature2,feature3,feature4,feature5,feature6,feature7,feature8,feature9,feature10,feature11,feature12,feature13,feature14,feature15,feature16,feature17,feature18,feature19,label
0,-0.27714934889427456,-0.4249738111781556,-0.20161417839325121,-0.2852667972000308,0.37123375313050105,0.26438045678005945,0.40308135334603756,-0.6866906701508095,0.09066662944606727,-0.03161970146456873,0.05439011397823261,0.8167247228539865,0.43870708541798903,-0.10509919205981659,0.4336379658208619,0.49053292860392866,0.019757975772258376,0.5589008868008333,-1.063598239903499,1
1,-0.33227490279482375,-0.438713444661666,-0.175224131417195,-0.026736180068526606,0.42446721913243035,0.2337362132350759,0.45656079198686284,-0.16385254126336116,-0.7403803745764024,-0.0610503817791331,-0.06501585714475307,-0.7415820582780707,-0.31807861427766393,-0.1180716621505627,0.21753772747656702,-0.08780519727285718,0.7890797752445178,0.45740497225996474,0.08983023457723945,1
2,-0.48127188370851154,-0.3344619664402063,0.006454291117205967,-0.14359389733824185,0.49370139884823083,0.22032978130936207,0.5019367936662139,-0.4482278171566881,-0.22255614801024504,-0.17763475124247796,0.15423856180722945,0.282570958792029,-0.01132033296158331,-0.45878252893853383,-0.08288174055013879,-0.025899877162172343,0.8407846683931197,0.2913775975018559,-0.027292031646944645,1
3,-0.5389121111630462,-0.2263534525752696,0.12165839357039372,-0.23552966606593118,0.5183216059698311,0.2295735493373513,0.551570353845049,-0.16019369379537823,0.3622825379022387,-0.06810200205241512,0.12931223747867945,-0.6116027746871999,0.5683401168805983,0.330506503505233,-0.4192472497396065,0.018152364676467005,-0.0937040377314658,0.0968373428629947,-0.011091420902229997,1
4,-0.4764679789015163,-0.1685182525903159,0.09890966124621405,-0.3243017933776936,0.4773872414463093,0.25686225927049294,0.5646106709330043,0.3907590704832299,-0.7382521195539496,-0.16348414664337158,0.41389779867520227,-0.22144672109007996,-0.1443052021537364,-0.6679861650035538,0.34691219453780114,0.40067429709040353,0.21730525539665557,-0.22925802391660308,0.1510043623454792,1
5,-0.4163235484069896,-0.17515582842221097,0.06324737655585835,-0.35978451680182105,0.4453561987126832,0.2782148599520423,0.522787769204603,0.04806447107094191,0.09290222220341582,-0.04123833180352906,0.23410999668713164,0.06717494920991197,-0.2905942137730342,0.09331433948334784,0.6405476899807381,0.36136620598802643,0.33502001538089543,0.29987989020226435,0.23502728147974355,1
6,-0.30091018803721614,-0.3357266139415588,-0.16582617229989563,0.1084758982177479,0.43176982087525456,0.29886597162336537,0.35638067282601205,-1.196999052773968,0.00689584109102785,0.597630248660319,-0.11417220911574306,-0.14726993620152007,-0.052721009669971834,0.4931925088102235,-0.5958629485380794,0.32438316542201223,0.7554349252615614,-0.4182339735678386,0.31672988131920443,1
7,-0.27844293935636305,-0.3110689131421949,-0.15607133138064694,-0.28469133777368094,0.37719309235806914,0.3030160288090415,0.3962304491542551,-0.6578284714121863,-0.03699775550291828,-0.27937929462154915,-0.6364979832676279,0.980990981616875,-0.7471840078699252,1.2402783269204536,0.7239478131084319,0.8150306905474239,0.834844915748975,-0.7480952231292217,0.5902347922917249,1
8,-0.33655553199443466,-0.28951915351340013,-0.09206821813592797,-0.3146116103363281,0.40133615030822267,0.27432206313527335,0.48923717720951226,0.26013597369946545,-0.38800788494926736,-0.19502957847018484,-0.040968851619213334,0.03129691748735732,-0.30415351379397054,-0.030007533359002737,0.013845300371107018,0.07528489466685927,0.32783471361035305,0.09663639879006693,0.09578786709022453,1
9,-0.4023553558333079,-0.2510522516866907,-0.023671399964778305,-0.39691822413885747,0.4269231896443805,0.26686989691599605,0.5128392452880927,0.23811130151007015,-0.28178007590154913,0.09666553847043997,0.2314085272127181,-0.009302199965587375,0.38151695368234917,-0.06407759068929039,-0.1874201463182662,-0.08713599783464726,0.3619164986816183,0.1684995219451887,-0.10641190172108803,1
10,1.9082588471838053,-1.4010890570923435,-2.0579987710540144,0.3112861607715739,-0.6867965220949194,0.5657214328194108,-0.3471947286104143,-1.5532418848045355,-0.7754323879712993,0.4877213266240929,0.5258748118436779,-0.8751859653855427,0.48409087283698005,0.7830699958766477,-1.995620696735767,-1.285948109645835,0.9159734405730328,0.7026232101667033,1.0701337977248324,2
11,2.0407823060218186,-1.6107046139221086,-2.5025449745798816,-0.43577652238970466,-0.8684922684066513,0.5966890636748869,-0.3711961876545122,0.5093316800899519,0.4261442638866246,-0.29202138516704335,0.4856348847610348,-0.22265160774696496,-0.4379423557848914,-0.6326112665066066,-0.3068473990046163,0.09376042995202621,-0.22201769500307394,0.03393562150218838,0.0333024495761766,2
12,1.865029569242546,-1.6235065168341627,-2.6465597948286037,-0.11008311732314509,-0.7592638443326885,0.6286850513934829,-0.49403341015510993,-0.14768417766794495,0.23329269533810318,-0.4666353861355206,0.5741469031110188,0.45075685099569235,-0.034023083930898014,-0.11234341766127162,-0.0340116570984989,-0.03256577364799704,-0.40514766268922736,-0.07914777597714415,0.019644491753012288,2
13,1.826363381076962,-1.6994606577340523,-2.389812026010253,0.8696147893645731,-0.6156518169519212,0.5180651797649231,-0.4405755278612506,-1.5215036934356883,-1.8001204300240576,2.6245279608523586,0.6158861416942591,-3.4598113796067094,1.8598733080974303,1.566985535194067,-1.2566309254842418,2.0136818932413836,-1.4679666047105207,-1.9203481895284176,-1.7361747500214313,2
14,1.9116276453121623,-1.7227089302918936,-2.587032396850815,-0.3633318317342743,-0.8093601145449968,0.5618409327621376,-0.38804305626960856,0.48273003055264657,0.6516103306722265,0.11132708128525463,0.25417862682154324,-0.3096865354142089,-0.1827703274731764,-0.4368978768488085,0.061588841557073726,0.08631497177077055,-0.14232644966402397,-0.30211875110382586,-0.20422421818633302,2
