,feature1,feature2,feature3,feature4,feature5,feature6,feature7,feature8,feature9,feature10,label
0,-0.18688006395412207,1.0305855462287012,1.9524769843247844,1.1123774807380258,0.3222072680880736,-1.1522209103994236,1.0541628662109885,1.7575637087058997,0.8306263558332853,-1.1836306824909468,1
1,-0.43588972782415253,0.5899064298021861,1.2317517932203137,0.7146351089511368,-0.013443060828027986,-1.0892355920089896,0.13798073879137865,0.9566029532981775,0.3461825125819969,-0.6999600973806016,1
2,-0.1816401912698342,-0.0673212139859189,0.5805098483582104,0.1663803028341887,-0.19719234992457743,-0.940566154183427,-0.8353399660273574,0.05885680775648016,0.20787225472303447,0.5399989998248427,1
3,-0.036487764085792934,-0.43576290078891466,0.47637453353444087,-0.05877115993919025,-0.2807274967685336,-0.9710129762533968,-0.4379441089926472,0.057699202634108916,-0.1492257701117588,0.010272147777978904,1
4,0.009601444775160764,-0.5035406554614914,0.49775959587803,-0.07023964439192949,-0.08281049690499383,-0.7318836713090402,-0.5479760012194749,-0.10202186276848318,-0.5170790167473815,0.5076161730769954,1
5,-0.40954268765977125,0.022673339933060258,0.7219027279972964,0.24671328212909924,0.031003677008411903,-0.7973040310546822,-0.06542044703887326,0.7013978101966036,0.17218273894239927,0.07353868671428714,1
6,0.0547078338319368,0.6578461725781798,1.7412215995205471,0.9240075827196594,0.13184302822104643,-1.1061600238108773,0.7520045182185574,1.0871207676667833,0.3995841726178122,-1.1328747760957483,1
7,-0.4875606103693264,0.6404342672050123,1.2994805847543212,0.8947103255343853,0.2574305055068662,-0.856014093050542,0.32595753942486344,1.258799713492237,-0.12499377624602777,-0.7700606992157442,1
8,-0.44004198169658293,0.5715792262806578,1.2378852973821337,1.1599422350504238,-0.17985273712243288,-1.174064710958511,0.6094129188538976,1.7860267683741549,0.4437151352433583,-1.334306909123908,1
9,-0.4571459266586762,0.38576197289998737,0.9900793699687063,0.7005110863003352,-0.15388871908390667,-0.9712055284387849,0.17121287317022668,0.8033621973684377,0.2837374850075505,-0.4838307098587303,1
10,0.41353870136446763,0.8946112485875798,-0.9801539722644106,2.2973273233694624,0.4810140861943404,-0.06051902665187239,0.7898647292643359,-0.7824887755429579,-0.7385134161570708,0.46366330746282636,2
11,0.35907726156285125,0.25759763937021624,-0.752089160882556,1.7719197968296527,0.7877980401971904,-0.16097831737828008,0.3808216685552078,-0.6535491699979231,-1.448490057078847,0.863410497834151,2
12,0.39719396927314565,0.14833141955851564,-0.9520277128315359,2.079455066973603,0.7269599036483568,-0.43094826297365807,0.6143440148928151,0.09705659375902682,-0.6763677301668557,-0.14841771214000965,2
13,0.5043048230742467,0.34454997350809685,-0.7147430526441416,1.7602149438928594,1.0508212547926408,-0.2044364851902031,0.18698018874040098,-1.255836647044876,-1.1787306536902853,0.19797209459098414,2
14,0.04303325838690868,0.5053991744208666,-0.6504356381085467,1.766213926626027,0.4867021588987944,-0.40550507915410605,0.32929331476724544,-0.45803532798451935,-0.8408133120934969,0.5628592076377484,2
15,0.08394958957228112,0.10067144036958758,-0.526824940382554,1.3329176482067544,0.23243524924182823,-0.6550376343716001,0.14323523615305744,-0.3388022528727405,-0.44274494469555986,0.3015613749415302,2
16,2.0092315177660307,2.209293971670534,-2.347386021958455,1.4386002493810799,0.5863662181709806,3.1135617408220644,-0.006431223416039235,1.013768861489234,0.5099589860344662,-0.951667520104348,3
17,1.2385619552610467,1.872377401526476,-1.9031392797088984,1.8071892708854491,-0.30740530805164673,1.4226251025208012,-0.6345106095038479,0.6374130012881117,0.21933414600352324,0.3054407627924668,3
18,0.9926020606068949,1.6382737547922954,-1.3055827558219362,1.5010792612291282,0.602871011263983,1.4147511037173408,0.19538205543546008,0.4839026277955061,0.14416558805744517,0.3228555689614301,3
19,0.5135232802790536,1.7064250004940011,-0.8782474282402782,1.5841934978030052,0.12404212130246307,0.8421170064575374,-0.3763069355788189,0.17363569291487688,-0.18577589792409976,0.9051725451152571,3
