,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,label
5731,-0.7043984390000001,0.56014803,-0.753493793,1.3559357840000001,-0.426141366,0.8251261959999999,-0.204407256,0.896868804,0.817916816,-0.914271795,0.020775514,0.548562337,0.070506456,-0.634961027,1.120660658,1.008476626,0.075526375,-0.244308095,0.91357258,1
5732,-0.8820262990000001,0.239901662,-0.577002881,0.32919926,-0.227562796,0.34452658799999997,-0.231742903,0.60303036,1.031911169,-0.568450247,0.600629996,-0.101037005,-0.163246135,-0.329721095,-0.050795467999999996,0.616574278,-0.010410766,-0.515265761,0.221056985,1
5733,-0.9505573820000001,0.290444191,-0.43051085,0.197999678,-0.161503525,0.029934897000000002,0.13022251199999998,0.6435189370000001,0.5834983570000001,-1.157007433,0.244468455,0.020249229,0.023177884,0.153713758,0.058897614,1.050548723,-0.148034503,-1.5404889430000002,0.692166105,1
5734,-0.982129244,0.275329341,-0.515715091,0.070885513,-0.076152497,-0.10739410199999999,0.140740989,0.814777972,0.480329997,-1.189419105,0.199898178,0.159500619,0.345152495,-0.311959143,-0.451518514,0.75112158,-0.023970573,-0.498372407,-0.241224102,1
5736,0.679257784,1.4367320069999998,1.799568083,1.5623684869999999,0.8170389779999999,-0.517901566,-0.485709894,0.9939815609999999,0.6200035070000001,-0.9737412590000001,-0.40104325700000004,-0.950970696,0.8733582809999999,0.220283996,-0.22714485199999998,-0.276828819,-1.761226275,-0.509835061,-0.43783583299999995,2
5738,1.054439198,-0.142273658,-0.816041912,0.277677766,1.209589117,-0.7471217490000001,-0.331935319,0.656829907,1.147938561,-0.745860885,-0.234916596,-0.366689097,0.43540601700000003,-0.7146330059999999,-0.29268463899999997,0.182508165,0.074824208,-0.339683826,0.12204339300000001,2
5739,1.028355069,-0.203922995,-0.7022365909999999,0.343737491,1.227477377,-0.8912841420000001,-0.14169937800000001,0.657736845,0.906177252,-1.009242446,-0.18847118399999999,-0.7047798470000001,0.45131796799999996,0.06583836400000001,-0.133801082,0.613402048,0.079767037,-0.346621137,-0.42888923100000004,2
5740,1.00010051,-0.24346225,-0.6798249120000001,0.327713241,1.094918744,-1.00328462,-0.13524978599999998,0.713596925,0.9375199470000001,-1.132668171,-0.290769013,-0.371752962,0.6379355729999999,-0.545492017,-0.404351433,0.396862499,0.020449548,-0.443790477,0.167462929,2
5749,0.8738151679999999,2.1261527559999998,-2.0605220230000003,5.172202653,5.936926443,1.719890014,2.799005517,1.5051078469999999,0.26571247600000003,5.899070977,-0.819910186,0.9768663129999999,-0.63955171,-1.134803414,0.312227924,0.775584718,-0.076343265,0.45785759299999995,-0.779117507,3
5750,0.513528906,1.263154225,-1.322527725,3.1759612230000003,4.035611656,0.158906243,1.247254488,2.026246958,0.5479365660000001,2.318860248,0.44120884899999996,0.02212108,-0.746753828,-1.473711505,0.823431185,0.8345948590000001,0.196346644,-0.61707798,-0.67068934,3
5751,0.29368688600000004,0.685551193,-1.152539411,2.137173391,2.855855945,-0.09989320900000001,1.0577465259999999,1.29233486,0.49350316899999996,1.460500507,0.128255638,-0.268440436,-0.600254644,-1.742498875,0.888846728,0.53108286,0.192900104,-0.681853212,-0.15081046,3
5752,0.238322334,0.604502715,-1.195053218,1.919099277,2.585839248,-0.458785066,0.807626249,1.5423933859999999,0.94649184,1.151045474,0.89669379,-0.30492032399999996,-0.950561859,-1.35340575,0.822845504,0.542972413,0.203949502,-0.125712977,-0.071690955,3
5753,0.231350659,0.41407161299999995,-0.89929822,1.312654759,2.229608343,-0.445533771,0.38977252700000004,1.2573808709999998,1.0474820759999999,0.8701853070000001,0.750734109,-0.576848919,-0.9116258140000001,-1.100079581,0.45808917899999996,0.535321705,0.298057799,-0.44101192899999997,-1.0604483340000002,3
5758,1.072925675,2.1333124519999997,-2.267528556,4.617559276000001,5.641864775,2.1661717080000003,2.7743964269999997,0.22991868699999998,0.693715225,7.365950057,-1.3522903130000001,0.82114188,0.5926966770000001,-0.06352607099999999,-1.267116243,0.54527303,0.456981846,0.050009385999999996,-0.5390687470000001,3
5759,0.833631838,1.8465298069999998,-1.6844357980000002,4.217414364,4.495369007,2.172779095,3.313286303,-1.051254813,0.537648094,6.9387978189999995,-2.72928298,1.6158857480000002,1.044242178,0.138451194,-0.7242252020000001,0.821484324,0.24923046699999998,0.40650759799999997,0.30393580800000003,3
5761,-0.628998653,0.105610476,-2.155731344,3.535568721,-4.409803896000001,3.9649304389999998,-4.459318032,0.47929735100000004,1.31180512,-1.908933369,-1.073997539,0.130233891,-0.49938608799999995,1.01022888,-0.47852905,-0.214784312,-0.347209266,1.6985357,-2.793915668,4
5762,-0.721221538,-0.049341974000000004,-1.68618325,2.269117865,-3.161547905,3.3315905569999997,-4.09835961,0.526734219,1.700457897,-1.190150867,-0.10563425,-0.3178665,0.25848949,1.158161311,0.13971625,0.26270079999999996,-0.140245116,1.029940942,-1.3301972229999999,4
5763,-0.7192101740000001,-0.073545882,-1.69148824,2.3937964430000003,-3.338853685,2.770084558,-3.751117725,0.6331918679999999,1.6735131090000002,-1.262314021,0.046867942,-0.25228773,1.263098625,1.455849835,-0.111228315,0.7133337409999999,-0.219267742,0.539247736,-0.8055939759999999,4
5764,-0.707536086,-0.062715033,-1.538815234,2.239332847,-2.943942225,2.639645964,-3.4039539469999998,0.538304755,1.5607990980000002,-1.091418368,0.08530236699999999,-0.427730392,0.654944703,1.260308615,-0.051064925,0.340288747,-0.386648308,1.4605836580000002,-1.58353396,4
5765,-0.712999238,-0.14998779,-1.370819134,1.867776689,-2.650733302,2.281708679,-3.20788121,0.429258143,2.26080138,-0.753411222,0.580767096,0.017248637,0.39197100799999995,0.534657622,1.34222269,0.729790061,-0.23392162100000002,0.79040572,-0.130091746,4
5767,-0.49678761899999996,0.5341086629999999,-2.711460442,4.655015804,-5.41097779,4.457887684,-4.5506961210000005,-0.050618067,2.1281692569999997,-1.257028048,-0.9037749690000001,0.91837701,1.544293961,2.064635406,0.9010262370000001,0.766381086,-0.843323618,1.414198309,-2.895945955,4
5768,-0.5906515529999999,0.27326781,-1.9873302380000002,2.911714672,-4.086475064,3.4868245539999996,-3.981094244,0.038622161,1.776079143,-1.2452087790000002,-0.681034073,0.19783515399999999,0.22677287,1.088552751,0.195687723,-0.005803669,-0.47221562200000006,1.932823854,-2.995398971,4
5769,-0.632811832,0.09948359699999999,-1.534123179,2.025450947,-3.0865228439999997,2.522441245,-2.996376183,0.025106818,1.7455230469999998,-1.499322878,-0.665754736,0.814345015,1.013008119,1.097272247,1.6852630569999998,1.093670514,-0.365787794,0.9505427129999999,-0.681001017,4
5770,-0.65631745,-0.023405598,-1.4005649830000002,1.869661997,-2.8515187510000004,1.9648209069999998,-2.344948681,-0.169675436,1.673463071,-1.2728105809999999,-0.563727905,0.602886766,-0.319124423,-0.04904517,0.8531050920000001,0.660153839,-0.039115783,-0.071047746,-0.477091152,4
5771,-0.593009075,0.162472977,-0.880911094,1.660546531,-1.772935688,1.246348243,-1.8331780709999999,0.318583719,1.390976826,-0.9163926440000001,-0.105941941,0.16264794800000001,1.773689829,0.790945895,1.680691839,1.299420155,-0.612731771,0.260959103,0.321828637,4
5773,-0.839274768,0.35391136,0.166108711,-1.226653959,0.098775158,0.60581422,0.117908443,0.266472401,1.939225635,0.792379589,1.185528871,-0.192211359,-0.31818971,-1.328639805,-0.5043432729999999,-0.196035087,-0.401081085,-0.570291809,0.556690736,5
5774,-1.005770966,0.45845812799999996,0.095136005,-1.8982172769999999,0.71230574,1.159899096,-0.7525759259999999,0.533356354,1.8872186990000002,0.624129991,1.330386684,-0.256172544,0.170170575,-0.414065532,-0.275009976,-0.201133617,-0.025938492999999996,0.08892331199999999,1.589393026,5
5775,-1.087321421,0.480191739,-0.025221089,-1.664338162,0.426468661,0.666537115,-0.30215777,0.422289132,1.657454185,0.280111106,1.133460472,-0.027141507999999998,0.16565971599999998,-0.28753979999999996,-0.403564088,-0.033777429,-0.193586258,0.564745455,0.00729902,5
5776,-1.138404323,0.464167399,-0.056383092999999995,-1.68601894,0.375914441,0.563307989,-0.387257033,0.360324661,1.856004121,0.500007017,1.380837048,-0.092328389,0.217218845,-0.6637403279999999,-0.481783711,-0.037165641,0.038393785,-0.322558406,1.077765625,5
5777,-1.162814651,0.507016913,-0.035129134,-1.734868434,0.526667305,0.7488348109999999,-0.40676056200000005,0.355097121,1.8257089180000001,0.43428548899999997,1.12851066,0.206978995,-0.00391251,-0.8676327290000001,0.16055082699999998,-0.071935921,-0.16162838599999999,0.397254208,0.104820564,5
5779,-0.778662108,0.48438797899999997,-0.10612287599999999,-1.387589062,0.32891948600000004,0.985074511,-0.238900754,0.385569284,1.6114109890000001,0.343273658,0.681301734,0.059775947,0.195909556,-0.487527883,-0.595346589,0.121429304,-0.027864807999999998,-0.077455733,-0.311357213,5
5780,-0.844173953,0.47232796899999996,-0.09209424,-1.0578116000000002,-0.111874548,0.23061756600000002,0.40010974200000005,0.18056995399999998,1.165655919,-0.322835663,0.28249163,0.327783526,0.492703054,-0.39773459299999997,-0.272308414,0.209923837,-0.29560242,0.47803824,0.346858227,5
5781,-0.9484567909999999,0.47886419399999997,-0.18607289899999999,-0.9742927309999999,-0.286538097,-0.104660429,0.420534289,0.19343535399999998,0.94198165,-0.29693298100000004,0.37768433799999995,0.059226503,0.791795935,0.036959742000000004,-1.421276257,-0.17392067,-0.344003319,0.6132416239999999,1.638073359,5
5782,-0.923434231,0.501529651,-0.167553662,-0.851865643,-0.3094283,-0.094394386,0.677281134,0.110479731,1.040297223,-0.406492894,0.146727938,0.5087703179999999,0.412831956,-0.349913573,-0.691089836,0.25349234600000004,-0.43364549,-0.43153467,1.23610853,5
5783,-0.939798586,0.5019962029999999,-0.046750676,-0.9937727009999999,-0.201632306,0.045434412,0.340467355,0.19097028100000002,1.109278255,-0.317037547,0.35592212,0.206554553,0.734842365,-0.414682722,-0.514877724,0.15835667,-0.503025938,0.198902073,-0.16357033,5
5784,-0.307901659,-0.167217013,0.074480884,0.12377790300000001,0.45929631600000004,-0.518560783,-0.217708436,-0.680730325,1.135109699,-0.268615275,-0.09648337,-0.104357676,1.108614899,1.800634349,0.886188513,0.070817779,-1.023851246,4.690135894,1.175641808,6
5785,-0.337790269,-0.30616446,0.111344045,-0.562576665,0.581457453,-0.366433991,-0.649125734,-0.40440298399999997,0.9301876490000001,-0.268148449,-0.323712134,-0.352159626,0.23888679399999999,0.088142254,-0.319685748,-1.2905242940000001,-0.950533608,4.281030165,2.299166413,6
5786,-0.427169721,-0.392544251,-0.031518421,-0.59897146,0.517896346,-0.743958557,-0.577032291,0.002261691,1.0992518709999999,-0.19246720399999998,0.49067119600000003,-0.656540943,1.1872878409999998,0.703415679,-1.367909825,-0.593158095,-0.49911655899999996,3.0523393039999998,2.26066342,6
5787,-0.47834905299999997,-0.43853104,0.125111641,-1.0390476229999999,0.811440244,-0.19619404699999998,-1.13516016,-0.16783501399999998,1.483184365,0.57825358,1.0607950309999998,-1.30726655,0.710349784,0.927458695,-1.3414993370000001,-1.482454935,-0.610629601,4.437559818,3.6952596160000004,6
5788,-0.504951908,-0.439289501,0.070372562,-1.18832169,0.9524877140000001,0.20424445600000002,-1.0711329920000001,-0.354376766,1.616110025,0.29940781,0.340205705,-0.514282517,-0.31883562,-0.270917103,0.372719885,-0.29490736100000003,0.012549486,1.461157223,1.2358812909999999,6
5789,-0.5468602,-0.454098423,0.044990242,-1.083383773,0.8252020409999999,-0.138546854,-1.1772326340000001,-0.161730927,1.883105185,0.45328320200000005,1.002525001,-0.574771575,0.49280194,-0.139743158,-1.401264175,-0.39866076200000006,0.176279548,0.791159554,1.970188157,6
5791,-0.297477571,-0.246772052,0.016211481,-0.462467594,0.782581332,0.071018972,-0.598079118,-0.669502811,0.9025256340000001,-0.300594961,-0.8508452540000001,-0.022481062000000003,-0.317170338,0.160644273,0.22628706899999998,-0.368184434,-0.384881187,1.620903859,1.732780613,6
5792,-0.432754156,-0.28364,0.062999111,-0.9423667,1.125234112,0.373645574,-0.774461176,-0.934835904,1.648912295,0.541358102,0.35527917299999995,-0.887257863,-1.32742474,1.280665522,0.595821434,0.302061042,0.243978687,0.39638429299999994,1.270206039,6
5793,-0.49205188899999996,-0.40602313799999995,-0.006239023000000001,-0.8589421079999999,0.607504056,-0.369360246,-0.495342481,-0.351467319,1.098661122,-0.363186874,-0.229466258,-0.132468146,0.311692382,-0.305171247,-0.32693549,0.12612146,0.038426142,0.515758934,0.600855175,6
5794,-0.524207902,-0.41076297100000003,0.03554298,-0.8285619209999999,0.530212134,-0.465657869,-0.45437858799999997,-0.450318348,1.402900749,-0.123793857,0.151710886,-0.24476267300000001,-0.10261825,-0.358056648,-0.23739711800000002,0.167517954,0.09441635300000001,0.19918708100000002,0.6607152079999999,6
5795,-0.5852618829999999,-0.35904705299999995,0.081828345,-1.059589215,0.799866525,-0.10925109599999999,-0.8286586359999999,-0.339137257,1.535087626,0.226528311,0.43289485299999997,-0.379523395,0.042001712999999996,0.125152604,0.009508354,-0.517907415,-0.322765558,2.538052825,1.72746023,6
5804,-1.003026053,0.202410982,-0.6043943310000001,0.66176567,-0.250788236,-0.358799617,0.255415244,0.539809628,-0.11034996400000001,-1.357020949,-0.577150274,-0.011252371,0.216577771,0.07447665099999999,-0.297783113,1.042902303,0.143916176,-0.953509061,-0.07833663,7
5805,-1.055826623,0.191572825,-0.531159504,0.407635321,-0.116477575,-0.15171590699999998,0.314650789,0.33959964299999995,-0.17820861899999998,-1.5557076769999998,-0.718447883,0.103159074,-0.115340388,-0.423205792,0.43917436200000004,0.8864547779999999,0.15921306699999999,-0.8955430190000001,0.356700523,7
5807,-1.098587632,0.175844673,-0.530191868,0.564733581,-0.509122141,-0.643473915,0.665115428,0.09584052900000001,0.361555895,-1.152882371,-0.11408359300000001,0.073054698,-0.713494242,-0.7209234309999999,0.529901545,0.9152526459999999,0.20160044600000002,-1.082225713,0.47199895700000005,7
5809,-0.9577198259999999,0.40761236700000003,-0.316202025,-0.486432049,-0.248287423,-0.066754833,-0.08317083900000001,-0.407831227,0.931631537,-0.45896959299999995,-0.17495645899999998,0.322446666,0.073091533,-0.362731569,-0.045844172999999995,-0.310813744,-0.166712332,1.299940083,1.4866944169999998,8
5810,-1.053135346,0.342113414,-0.265961917,-0.506582356,-0.32627137,-0.289133121,0.149250785,-0.345597861,0.6695909489999999,-0.947017439,-0.507287092,0.6463655620000001,-0.038719073,-0.6763777590000001,0.082540346,-0.094104045,-0.14509788,0.89408671,1.326859156,8
5811,-1.073847555,0.286215851,-0.258502608,-0.537006431,-0.40058192200000003,-0.502331144,0.21823674199999998,-0.352833147,0.707992682,-0.722838552,-0.213443573,0.33405223100000003,0.20372689,-0.38271945799999996,-0.19083312800000002,-0.372020665,-0.415864905,1.616770043,1.738324589,8
5812,-1.0909530859999998,0.308916375,-0.217978586,-0.825514821,-0.060025108,-0.18782532100000002,-0.230651966,-0.300705433,1.119905089,-0.272504116,0.20869979,0.130075687,0.011238076999999999,-0.7417212320000001,0.033416602000000004,-0.298711086,-0.24220038800000002,1.02382734,0.215135872,8
5813,-1.15916792,0.45483946700000005,0.113409218,-0.833889553,0.18548484399999998,-0.216719145,-0.527771824,0.033458122,1.059108992,-0.057289484,0.491884747,-0.383788942,0.214603342,-0.55009354,-0.925751309,-0.128449935,0.36739708,-0.18004573899999998,0.32523707,8
5814,-1.186793711,0.876810257,0.657090555,-0.030431685,-0.6098886579999999,0.071136961,-0.46731598,-0.249997389,1.3662174580000002,0.10996210199999999,0.410987094,-0.055522688,0.035823272999999996,-1.205833133,-0.715894818,-0.516383176,-0.40693365600000003,-0.72258592,1.636897454,8
5815,-0.9811691920000001,0.412755661,-0.30639501399999997,-0.986721258,0.236970994,0.548661042,-1.019461262,-0.420042755,1.7020343130000002,0.31322651,0.5127314860000001,-0.015165663000000001,-0.633385946,-0.8910425670000001,0.7308314309999999,-0.485057025,0.144841481,0.619317209,1.215433143,8
5816,-0.99654352,0.404498742,-0.305567665,-0.6795084220000001,-0.115604153,-0.235088572,-0.29137344,-0.42893355200000005,0.9559974240000001,-0.433339181,-0.07662662599999999,0.101854196,-0.161119648,-0.6168581089999999,-0.419411692,-0.27266443,0.101999345,-0.056953952,1.121031527,8
5817,-1.0503797,0.398241846,-0.257163445,-0.9020581059999999,0.10638443800000001,-0.035085494,-0.711880398,-0.304979585,1.420215716,0.195986456,0.5524183189999999,-0.163472044,0.209973153,-0.579773793,-0.615126659,-0.316203105,0.12819307800000002,-0.016706183,0.621749776,8
5818,-1.0950977929999999,0.39043455,-0.209736014,-1.287250678,0.552994871,0.537268407,-1.008911173,-0.35941539100000003,1.704451299,0.227084783,0.558575692,0.030768904,-0.861570885,-0.923050956,1.051344324,0.0029348720000000003,0.38372673399999996,-0.645047894,0.714245088,8
5819,-1.141722518,0.410038364,-0.144831991,-0.983381905,0.14061611599999999,0.032024701,-0.562636402,-0.334364496,1.443077348,0.021830194,0.503612663,-0.011300796,-0.48068139,-1.1792823609999998,0.10139151,-0.106337357,0.211565316,-0.709416398,-0.027853736,8
5820,-1.029260679,0.216111544,0.164961407,-0.168836595,-0.285956753,-0.940344385,0.49612159200000006,0.232714273,0.605492661,-0.584472959,0.54703149,-0.68769624,0.581889544,-0.29384209699999997,-1.231927918,0.42722141399999997,0.10902740300000001,-0.539174672,0.157894529,9
5821,-0.946300437,0.153389973,-0.242135453,-0.051873820999999994,-0.383513451,-1.131253615,0.978311589,0.14001766,0.604096159,-0.917995697,0.18934735,-0.017294827,-0.352234125,-0.854782149,-0.438140101,0.59644052,0.113633161,-0.72340789,0.117697828,9
5822,-0.872840643,0.139208369,-0.22846744300000002,-0.202528486,-0.232540727,-0.956238804,0.5558989289999999,0.261258108,0.923925489,-0.39666079,0.6741835290000001,-0.432265385,0.18739106,-0.817067439,-0.795002765,0.374973679,-0.039110528,-0.543885736,-0.5092649810000001,9
5823,-0.838885771,0.11079003300000001,-0.24922279,-0.32519618699999997,-0.137908783,-0.765593972,0.533350928,0.228778504,0.53217113,-0.797491834,0.317148749,-0.55911389,-0.108965579,-0.459753498,-0.687000462,0.147541557,-0.15241686699999998,0.101869863,-0.22992003100000002,9
5824,-0.8157976990000001,0.08981129300000001,-0.22417528,-0.5728485289999999,0.07474737,-0.668859306,-0.06166661,0.418880875,0.998291562,-0.142014544,1.117054205,-1.144384997,0.794682186,0.26076441899999997,-1.645587172,0.320565449,0.01581523,-0.6162350360000001,-0.656410233,9
5826,-0.93744353,0.29968074100000003,0.531672671,-0.06518589799999999,-0.326151178,-0.722672483,0.00123839,0.068172656,1.381972496,0.250609512,1.167171271,-0.9635707809999999,0.048364726,-0.819196478,-1.6726684059999999,0.022006676,0.316964161,-0.933295687,0.683126217,9
5827,-0.746941772,0.264265091,-0.331309748,-0.16526628699999998,-0.135059459,-0.47210691899999996,0.15766532,0.370900389,0.795681222,-0.5518624120000001,0.6595778520000001,-0.68551178,0.510775799,0.283394167,-1.264221305,0.403802549,-0.011751648,-0.184353961,-0.635569962,9
5828,-0.775121328,0.212884395,-0.213871907,-0.53653631,0.138576032,-0.459701488,-0.396926768,0.588531184,1.188819151,0.233224866,1.36696809,-1.2675202559999998,0.9134313000000001,-0.039341062,-2.348684684,-0.133710403,0.182180905,-0.594023471,0.333706402,9
5829,-0.8364363909999999,0.16797088,-0.234880554,-0.835001388,0.28722485600000003,-0.20345754100000002,-0.538158259,0.469469974,1.183962547,0.091902419,1.197222359,-1.105098938,0.643071628,-0.149579604,-1.843114493,-0.11353756699999999,0.13967474400000002,-0.563826519,-0.160652705,9
5830,-0.858951227,0.178933073,-0.21396686199999998,-0.729265432,0.253079035,-0.48876503,-0.318911286,0.5052896579999999,1.140263268,0.27868520199999997,1.45978376,-1.3852982569999999,0.7302190470000001,0.230828237,-2.161377275,-0.37439146100000004,-0.17946532,0.585419823,-0.633588348,9
5831,-0.849964451,0.192478905,-0.31507235100000003,-0.590718862,0.11385606300000001,-0.535831602,-0.36007060799999996,0.62329642,1.064109648,0.14529304199999998,1.3103522429999999,-1.20675522,1.1228165829999999,-0.041230095,-2.505787009,-0.16222752599999998,0.174683875,-0.625532254,0.653780906,9
5832,-0.629849428,-0.210860623,-0.138416177,-0.317828922,-0.39161150200000006,-0.661685753,0.223297773,-0.584492751,1.667664815,-0.13933604300000002,0.47529520399999997,0.065754694,-0.565269549,-0.631587777,-0.064290884,0.255070171,-0.028755755,0.041534148,1.483598809,10
5833,-0.694546025,-0.21371162300000002,0.046573786,-1.209459364,0.50829569,0.134016335,-1.132950408,-0.141363765,2.071254169,0.8325665390000001,1.3117681909999999,-0.8482002059999999,0.12585188,-0.627502954,-0.699763503,-0.613376857,0.018811878,1.29272595,0.765859581,10
5834,-0.6897039970000001,-0.270226268,-0.080272337,-0.789399992,0.111360721,-0.336931762,-0.542363781,-0.14771027,1.49041057,0.156635614,0.728564485,-0.599697539,0.364478466,-0.57014231,-1.209091242,-0.281380745,-0.043428604,0.5644823720000001,0.588997497,10
5835,-0.7083114340000001,-0.314182208,-0.020033474,-0.942920819,0.19529929399999998,-0.207582727,-0.7572413240000001,-0.312051775,2.107047273,0.651428679,1.241423757,-0.658801161,-0.286828757,-0.9998544509999999,-0.594259532,-0.191084185,0.224229283,-0.05286826,0.82202599,10
5836,-0.696923262,-0.274723984,-0.1018342,-0.443615043,-0.27600057899999997,-0.6867253529999999,-0.014670923,-0.23444003,1.153145818,-0.465700987,0.216612253,-0.062010668,0.362490056,-0.501159846,-0.835464587,-0.223465219,-0.240078866,1.4208927980000001,1.612522031,10
5837,-0.71332421,-0.320530584,-0.052861150999999995,-0.9346457909999999,0.288006351,-0.195779285,-0.806870995,-0.163695647,1.8874027830000002,0.48338650899999996,0.96966004,-0.553138583,0.10563031699999999,-0.963563917,-0.929032957,0.053085875,0.303305063,-0.6921102990000001,0.20316140600000002,10
5838,-0.828698727,0.642392678,1.42213253,-0.002013413,-0.250673979,-0.5959709639999999,0.008304954,-0.253817436,1.206575054,-0.348501035,0.10472460000000001,-0.039817396,0.215646614,-0.759927185,-1.047493615,-0.06115956,-0.325619875,-0.309682252,0.7070776529999999,10
5839,-0.535142911,-0.121882819,-0.0035793390000000004,-1.098171365,0.40407478799999996,0.081105142,-0.639827233,-0.507446265,2.187611571,0.815765095,0.9095331240000001,-0.438211681,-0.869710237,-1.23446107,0.681776933,-0.49968051399999996,-0.045539152,1.052732831,0.8497273670000001,10
5840,-0.565163411,-0.193193531,-0.112258144,-0.894283134,0.126989544,-0.289378743,-0.42297598799999997,-0.328788382,1.7013831069999998,0.25098250699999997,0.581642531,-0.390843311,-0.08224129,-1.027661935,-0.290673681,-0.10119935699999999,0.078702186,0.009486919,0.484700205,10
5841,-0.587923221,-0.199558053,-0.084354866,-1.054959473,0.374259457,-0.128596589,-0.7269167,-0.222155358,1.9294346709999999,0.43955473700000003,0.902034166,-0.46903446200000004,-0.074364976,-0.831327444,-0.44457874299999994,-0.050011182,0.20914347100000003,-0.32347168,0.722581397,10
5842,-0.57971553,-0.236298533,-0.121494694,-0.638583725,-0.184402597,-0.822355565,-0.046553763,-0.367603067,1.6047787180000002,0.085736881,0.717962992,-0.47088926200000003,0.116553739,-0.6845358990000001,-1.08915393,0.022588172000000004,0.017410426,-0.211982578,0.29546508,10
5843,-0.580461798,-0.20879073,-0.121069323,-0.701554693,-0.029388632999999997,-0.592343064,-0.100303731,-0.26929484800000003,1.354338064,-0.136294282,0.285060756,-0.14708706900000001,0.253075306,-0.8262569959999999,-0.8183252390000001,-0.24520336399999998,-0.162918505,0.8487787729999999,0.625035629,10
5844,-0.86185621,0.310734213,0.796434891,0.256402617,-0.636180265,-0.69235564,0.272016469,-0.31256280399999997,0.9269350759999999,-0.7897368,0.232355165,-0.295165697,0.213830971,-0.257866372,-0.429262255,0.003126518,-0.8935677809999999,-0.456925633,2.001191134,11
5845,-0.685995336,-0.286911036,0.002182697,-0.971382849,0.594774461,0.119514244,-1.133923588,0.034423785,1.8500507940000002,0.7927357909999999,1.559428254,-1.474435406,-0.15528884,0.485123905,-1.2248591359999998,-0.330847826,0.061295355,0.637810758,1.0194571129999999,11
5846,-0.653768749,-0.340603913,-0.125665697,-0.718356607,0.40075525700000003,-0.160097637,-1.02770202,0.249337245,1.566591852,0.43715841,1.150767548,-1.081269522,0.779937386,-0.036853305,-1.8050610969999998,-0.11628415,0.21170809100000001,-0.12702135,1.259843083,11
5847,-0.667334606,-0.315354791,-0.151230917,-0.6753972420000001,0.43771163700000004,-0.070484829,-1.028801338,0.36281878700000003,1.131001929,0.21528730100000001,0.8502526990000001,-1.297426512,1.2450813059999999,0.214555167,-1.7224177330000001,-0.056460878,0.139658641,0.151141385,0.789129082,11
5848,-0.622516951,-0.30991832199999997,-0.19622144,-0.27949189,0.09201893,-0.381364224,-0.29954816,0.137694848,0.73406774,-0.533639501,0.098202016,-0.683735658,0.729924864,-0.029105797000000003,-0.7051613990000001,0.35530314,-0.031525343,0.11839769999999998,0.508808306,11
5849,-0.642032177,-0.32869095,-0.143594578,-0.634209144,0.34690352,-0.18736795399999998,-1.168784932,0.246108648,1.649697763,0.575428094,1.470286304,-1.46525381,0.981408921,0.7772475390000001,-2.189010606,0.075814144,0.251811245,-0.454494246,1.280463189,11
5851,-0.393634439,-0.19696239100000001,-0.409012389,-0.024604328999999998,-0.153101352,-0.210382068,-0.460462475,0.071228972,0.936368448,-0.490649802,0.052972594000000005,-0.566216452,1.0047616670000001,0.233948054,-0.592153061,0.396438038,-0.070839081,0.142412269,0.9102158440000001,11
5852,-0.413753741,-0.17990673699999998,-0.450400212,0.225856444,-0.487289762,-0.55956571,-0.19845382600000003,0.069856303,0.9789275479999999,-0.542340115,0.09349312900000001,-0.443928602,0.563159524,-0.368073395,-0.969930622,0.162349618,-0.153000857,0.168136728,0.334589806,11
5853,-0.434434449,-0.15308914099999998,-0.435033204,0.054747739000000004,-0.270604078,-0.331821978,-0.040573207,0.020589889,0.36361211299999996,-1.248166961,-0.62901619,-0.3220186,0.427080044,0.17130491899999997,-0.036475332,0.580045405,-0.11195782800000001,0.11055997199999999,0.264162302,11
5854,-0.43703237899999997,-0.184409756,-0.450545243,0.093666135,-0.330149543,-0.517003614,-0.255752558,0.008723112,1.076528051,-0.463067135,0.227402422,-0.595479024,0.188798574,-0.46025052,-0.588672725,0.39680500700000004,0.137368082,-0.630430225,0.101309104,11
5855,-0.478368756,-0.16182095,-0.35159749,-0.205061923,-0.018165739,-0.308571407,-0.605924033,0.17329056,0.94436468,-0.33807968,0.30374037,-0.863417818,0.624502738,-0.167047675,-1.010899335,-0.076815491,-0.017173082,0.373398901,0.6190636310000001,11
5856,-1.197993213,0.586733343,0.126459874,0.533978619,0.674214242,1.5323468009999999,2.135872818,-3.428551108,0.587204694,-3.042768342,2.9408811439999996,-0.971123285,-0.48741515799999996,-0.978042051,1.8315125159999999,-0.5945436270000001,-0.5711568570000001,1.0073418859999999,0.988322458,12
5857,-1.0536689,0.418701325,-0.275637593,0.511072558,0.8585602940000001,1.81853293,2.0640731569999997,-3.3698284569999997,0.600705054,-2.977239084,2.637498681,-0.6233675470000001,-0.425252132,-1.3718023000000001,1.531078999,-0.335810075,0.166930635,0.786816431,0.7195344309999999,12
5858,-1.0511387429999999,0.339323304,-0.311563673,0.32879088300000003,0.98108477,1.893924502,1.739815682,-3.240100187,0.542458902,-2.589679315,2.950813063,-1.369811689,0.41348937399999997,-0.75914694,0.879717207,-0.20939032100000002,0.40646052299999996,0.305445098,0.868994789,12
