,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,label
841,-0.42129394299999995,-0.361203175,-0.889232096,1.6276029619999999,-0.032383681,2.690923461,-0.6883048079999999,0.413209525,-0.238273255,0.237603239,-0.670965269,0.534304844,0.994407865,0.9232627859999999,-0.7863179770000001,-0.09109525800000001,0.699276692,0.3335012,-0.354884627,5
842,-0.42920089100000003,-0.482845508,-0.6712295840000001,1.140740185,0.098015335,2.4467638430000003,-0.614733757,0.17152164399999997,-0.278145447,0.255492297,-0.7618038090000001,0.38733343600000003,0.9547213859999999,0.605797934,-1.11058814,-0.295341285,0.844078248,-0.5141201470000001,0.883905814,5
843,-0.407622971,-0.57144981,-0.666953214,1.036238561,0.31201645,2.438150921,-0.5311192339999999,0.062938968,0.118180151,0.69601642,-0.624889217,0.607975696,0.44578807299999995,-0.202548733,-0.72364958,-0.176562545,1.144801144,-1.021533977,0.356622421,5
844,-0.35737507399999996,-0.536832661,-0.48535227200000003,1.0133228429999999,0.35636400700000004,2.361325182,-0.293953686,-0.039604104,-0.015635617,0.534809347,-0.937217737,0.83940264,0.298613891,-0.13052598,-0.602576063,-0.334062394,1.006607018,0.164153992,0.125014087,5
845,-0.337981186,-0.5364103579999999,-0.43106091799999996,0.9648303979999999,0.30518538300000003,2.039272192,-0.213803164,-0.035389647999999996,0.24021061600000002,0.651306974,-0.39094794,0.632617712,0.598734373,0.012542363999999999,-0.332484657,-0.393423691,0.6909545890000001,0.36696312799999997,0.650757526,5
847,-0.45834112,-0.265765832,-0.644635057,1.4062857180000001,-0.026465196,3.1061059089999996,-0.8836585790000001,0.18771573100000002,0.052497317,0.567031441,-0.957150685,1.0185599509999999,1.604860549,0.8669864540000001,-0.35532378200000003,0.125235882,0.532045192,-0.582015329,0.7035763079999999,5
848,-0.405841248,-0.531942586,-0.6858581359999999,1.122552055,-0.32262126399999996,2.132862151,-0.539923901,0.222516348,-0.143268814,-0.200951408,-0.823477762,0.752905527,0.9374550140000001,0.22602279100000003,-0.628271027,-0.14964929300000002,0.639886985,-0.200136108,-0.27575861399999996,5
850,-0.430099085,-0.566188317,-0.650461881,0.862294276,-0.21359312600000002,2.212595825,-0.9586341740000001,0.433019904,-0.327010608,-0.494604595,-0.833141267,0.522960164,1.009970673,0.37933523799999996,-0.963716927,-0.38252252700000006,0.900994108,-0.084655989,0.8718795220000001,5
852,0.323518578,-1.456926459,0.065741886,0.652885741,0.7069336490000001,0.650092416,-1.5926607019999999,-0.067989733,0.191089537,-1.078492708,-0.847602455,0.35041042,0.923018346,0.225106712,-0.058790692,-0.42053831799999997,0.453800779,-0.134569837,1.322680978,6
853,0.171844618,-1.1339338540000001,0.066302772,0.351167496,0.471320433,0.5215313189999999,-1.2153402709999999,-0.162800345,-0.134042577,-1.2837779440000001,-1.0002758790000001,0.219051713,0.46264524700000004,0.160639729,-0.096310059,-0.8660487509999999,0.028220804,-0.140371026,0.958947028,6
854,0.038683125,-1.157511892,-0.121561078,0.072733483,0.33754539100000003,0.199789048,-0.88794976,-0.42752877899999997,0.541367068,-0.6859075590000001,-0.303278073,0.24120857399999998,-0.609285066,-0.801075126,0.877239353,-0.7922755220000001,0.70055861,0.337566459,0.280710604,6
855,0.033655547,-1.154967998,-0.076344544,0.020251853,0.532171205,0.152231148,-0.746910946,-0.252107659,-0.121537859,-1.284025532,-0.9241981859999999,0.398608064,0.007400502,-0.419206074,0.35358165,-0.6908118390000001,0.697874187,0.606275207,-0.04697064,6
856,0.033261915,-1.1350395,-0.073798365,0.054453384,0.40941423,-0.092805678,-0.6154089189999999,-0.373309619,0.066085196,-1.098517916,-0.816097095,0.396528407,0.11930457,-0.636484234,0.481310335,-0.26669804199999997,0.8592135790000001,-1.231707043,0.45042811200000005,6
857,-0.24076229300000002,-0.153596648,1.9710994659999999,0.366613523,0.41307184700000005,-0.383012663,-0.675309733,-0.239905785,-0.002055236,-1.086019107,-0.386275363,0.089054385,0.8341488579999999,0.621944456,-0.301975442,-1.670819881,-1.347685211,2.104699919,0.039865396000000004,6
858,0.08798469199999999,-1.279490959,0.058889345,0.154002218,0.691536885,0.6842094940000001,-1.28366042,-0.321751566,0.49034971899999996,-0.6377669570000001,-0.533173726,0.406210113,-0.27206862600000004,-0.254121759,0.406328202,-0.81470152,0.7459102809999999,0.857166248,1.197178879,6
859,0.039487521,-1.189457865,0.024821989,-0.18986538100000003,0.8710523729999999,0.658390606,-1.7186578330000002,-0.001187619,0.6976224959999999,-0.331346758,0.20847915600000003,-0.205641728,0.094279531,-0.260745873,-0.972688875,-0.9922814240000001,0.773896116,-0.876293173,0.5521630710000001,6
860,0.034637939,-1.1567490329999999,0.050281644,-0.214120594,0.947138426,0.66285856,-1.3597818419999999,-0.176154523,0.47666567,-0.469871472,-0.240148361,0.134445631,-0.068809543,-0.183785277,-0.51066703,-1.023511351,0.544598526,-0.123223187,0.57987749,6
861,0.028837425,-1.2065921999999998,0.06631749599999999,-0.346198281,1.117459083,0.649674216,-1.468670451,-0.142459715,0.7556473920000001,-0.13679256199999998,0.111001407,0.016196733999999997,-0.205574132,-0.434295341,-0.438460346,-1.031862401,0.8206544720000001,-0.094418874,0.603886456,6
862,-0.010821498999999998,-1.252977445,0.11644347099999999,-0.32200716,1.010281346,0.349286758,-1.2844008120000001,-0.160365652,0.66309377,-0.20805976199999998,0.209249164,-0.13361644,-0.183305318,-0.448427755,-0.7958517559999999,-1.1507044229999999,0.7051394009999999,-0.037988588,0.49047986200000004,6
864,-0.083337609,-0.8043036929999999,-0.483872051,0.688046808,0.098285657,0.8568523459999999,-1.430696473,0.912412467,0.432584236,-1.026635149,0.146611329,0.295827242,-0.041096032000000005,0.125047612,0.135618031,-0.190047685,0.57559709,-0.9942477209999999,0.33062981199999997,7
865,-0.15341902400000001,-0.680885112,-0.124274892,0.664391425,0.08577457599999999,0.664995997,-1.058192135,0.744092435,0.106130183,-1.296812903,-0.342756496,0.5913293270000001,-0.021823738,-0.042731912999999996,0.0011290669999999999,-0.41547967799999996,0.145369832,-0.7668433309999999,0.161548673,7
866,-0.29381957,-0.6496698000000001,-0.338896706,0.649959848,-0.069618818,0.495697925,-1.1871064409999998,0.661403958,0.435101636,-0.782171717,0.24261112699999998,0.329101152,-0.12077298800000001,-0.109904535,-0.665084794,-0.60326771,0.7044650179999999,-0.8616560120000001,0.904649698,7
867,-0.41932495,-0.416602911,-0.252879582,0.313843976,0.393146879,0.60958756,-1.122614639,0.672160595,0.134162337,-0.8341438109999999,0.06901843,0.29532110300000003,0.130521143,-0.049555705,-0.112272493,-0.45056373899999996,0.7994084990000001,-0.884625531,0.20781990399999997,7
868,-0.281771561,-0.602246926,-0.36265357,0.137663909,0.635175669,0.8518578990000001,-1.570282809,0.732052777,0.202374482,-0.722477609,0.143274722,0.08963949800000001,0.528982928,0.53330709,-0.7891732659999999,-0.6003558379999999,0.77965931,-0.569928173,0.38188972,7
870,-0.041659337000000005,-0.44741534899999996,-0.45887262799999995,0.298888541,0.853205874,0.6541117470000001,-1.404424829,1.141778964,0.24172275699999998,-0.661650965,0.465897071,-0.21209204199999998,0.405124583,0.40154069299999995,-0.892965025,-0.359941044,1.11228036,-1.280564676,-0.505262366,7
871,-0.050622308,-0.516032398,-0.47972056399999996,0.294413507,0.6686467779999999,0.446722954,-1.111663537,0.920213823,0.344731455,-0.544609021,0.436114975,0.006170493000000001,0.34381535,0.04382449,-0.7223786409999999,-0.56621541,1.013673001,-0.658117808,0.45851328799999996,7
872,-0.082089482,-0.449847995,-0.370253275,0.055327047000000004,0.767207984,0.5555138789999999,-1.137763133,0.9062422370000001,0.387402728,-0.6064798029999999,0.36842766200000004,0.034972627,0.035905747,-0.131629876,-0.186608783,-0.393379485,1.108589593,-0.833858282,-0.856473565,7
873,-0.07907578900000001,-0.592384472,-0.233262825,0.260528048,0.435572069,0.43146782,-0.8829976909999999,0.699488989,0.250697819,-0.951954957,-0.080162706,0.516103323,0.19303206899999997,-0.29940571,-0.26743744399999997,-0.595981854,0.207972164,-1.064034846,0.179757303,7
875,-1.085548162,-0.36215606,0.730684654,-1.871354189,1.871756491,1.4672250709999999,-1.7808554230000002,0.39248886200000005,0.6152514579999999,0.22233012800000002,1.01567297,-0.163574613,-0.0059259,1.381984457,-0.178752225,-1.259857646,0.14200506599999999,1.4602053730000002,0.11039656699999999,7
876,-0.400087297,-1.426769028,0.019555333,0.7512906540000001,0.333210571,0.391621571,0.072784798,0.29228752399999997,0.155869848,-0.09921989199999999,-0.156034374,0.39917431700000006,0.466826255,-0.27076879600000003,0.610137387,0.204499106,0.47903341299999996,0.728310696,0.768523905,8
877,-0.331137311,-1.435541445,-0.067615961,0.838642122,0.520113103,0.45915211200000006,0.013613182,0.46334849999999994,-0.130206799,-0.285010265,-0.220324092,0.09550499999999999,0.47025519299999996,0.161645667,-0.007497053,0.415332659,0.707438723,-0.068257067,0.326882874,8
878,-0.274038012,-1.478623833,-0.08859340800000001,1.165875231,0.252836565,0.294612048,0.24232772,0.22757323399999999,0.046164650999999994,-0.057468675,-0.203146023,0.28488545600000004,0.424758316,0.10991348599999999,-0.19993423100000002,0.16534069,0.49412971200000005,0.6665383020000001,1.038845287,8
879,-0.263183336,-1.518177647,-0.034683545,0.929429299,0.570923901,0.619452703,-0.15692683400000002,0.272380131,0.004261091,-0.039516538,-0.19422202600000002,-0.046638715,0.549304235,0.573939335,-0.191927565,0.505433858,0.682664273,-0.299961856,0.283009535,8
880,-0.141980976,-1.52657017,-0.144859834,1.328762564,0.666478432,0.533984864,-0.031260396,0.584934568,-0.438006855,-0.49053351799999995,-0.614582215,0.153373706,1.035676228,0.8287154259999999,-0.40333468100000003,0.751317215,0.5972085079999999,-0.45552333899999997,0.518644994,8
884,-0.103986947,-1.531941871,-0.031204469,1.260016609,0.197282292,0.003031185,0.412398165,0.09020313699999999,-0.076485039,-0.415727535,-0.517542234,0.385133203,0.347798134,0.05394913900000001,0.198689728,0.286139539,0.267420604,0.45285517,0.7651676270000001,8
885,-0.07887205,-1.588050899,-0.126581408,1.190437706,0.368411284,0.30943045,0.23393968199999998,0.036362597,-0.11537927199999999,-0.414039699,-0.87826913,0.595577604,0.617163097,0.25678706,0.207802383,0.8092708890000001,0.586104685,-0.414143972,-0.31200398,8
886,-0.023858302999999997,-1.649501962,-0.050070748,1.1954732240000001,0.456785108,0.196861056,0.351598763,0.059718615999999995,-0.365597899,-0.76287558,-1.185194072,0.714402773,0.34003143,0.170693247,0.404676383,0.5951669589999999,0.5417577170000001,0.323331418,0.486037789,8
887,-0.041855506,-1.55028656,0.68971596,0.642974266,0.57404099,0.238918275,-0.597695895,0.08548835199999999,0.031028679,-0.225664592,-0.34112141,-0.484766441,0.672703178,0.199258534,-0.5127904879999999,-0.306109436,-0.080076808,-0.364396221,0.097015171,8
889,0.332639251,-1.523264004,0.058884192,0.634773506,0.587525053,-0.32632315,-0.377788791,0.268323957,0.57038009,-0.54611109,-0.25127399100000003,0.44326477200000003,0.249330633,-0.24908498899999998,0.28089839,0.211099724,0.611577829,-0.299905727,0.28569383,9
891,0.557854616,-1.740530664,-0.107816342,0.649947205,0.839957583,-0.20099807,-0.519779103,0.297753045,0.8223514209999999,-0.24474596899999998,-0.076603703,0.285632497,0.05775648,-0.37462820700000005,0.5444677179999999,0.18035585199999998,0.684408745,0.138980466,-0.07678193900000001,9
892,0.590348904,-1.706984176,-0.087009274,0.808370987,0.751811837,-0.237054817,-0.558267411,0.405916551,0.70016701,-0.439814493,-0.060481947,0.22366691100000002,0.309194078,0.141893089,0.049744292,0.11393337199999999,0.51603602,0.505514326,0.048142315,9
894,-0.091188948,-1.078835166,1.049879272,0.362115111,0.46707200000000004,0.215303952,-1.320070847,0.09209842800000001,1.398944512,0.381155213,0.7448481440000001,0.07770329599999999,0.666401889,0.24067556699999998,-0.099413623,-0.620862359,-0.507415484,0.265001906,0.25734691600000004,9
895,0.27427989399999997,-1.59114098,0.336957634,0.428724615,0.627376876,0.07269551,-1.351173891,0.19603321899999998,1.256242292,0.46236371,0.814674847,-0.556347625,0.777731055,0.579164716,-0.9219004140000001,-0.18418361,0.519541687,-0.39055043899999997,0.379662991,9
896,0.45948765700000005,-1.71297182,0.037074756,0.7287708629999999,0.475579931,0.013153033,-1.160826884,0.235167144,1.139020631,0.119307784,0.383935315,-0.189984858,0.23847868600000002,0.034672892000000004,-0.685767509,-0.100107049,0.806004277,-0.561112145,0.7085147540000001,9
897,0.510004695,-1.765874128,-0.198543921,0.9778222959999999,0.287062389,-0.243372691,-0.759183205,0.26494840000000003,0.631482755,-0.557131506,-0.24126043100000003,0.242666262,0.944942325,0.488356976,-0.37513212,0.298743814,0.542384842,0.48285299,-0.577337849,9
898,0.495871524,-1.751300822,-0.16665224,0.798307263,0.453684331,-0.22178244800000002,-0.837276068,0.155617175,0.8978396540000001,-0.31267443,-0.019614074,0.239860916,0.5842099820000001,0.044715649,-0.103974629,0.231728491,0.669283411,-0.22054494600000002,-0.084120477,9
900,0.56708483,-1.043650088,-0.446164532,1.292208216,-0.114786955,0.059438181,-1.084458631,0.417815139,0.433183905,-0.948321815,-0.45450169799999995,0.349520111,0.864840803,0.19216311100000003,-0.081760021,-0.292237782,0.350993299,0.347872623,0.24199316199999998,10
901,0.7097911,-1.240242592,-0.45717480899999996,1.143931829,0.092496403,-0.111074429,-1.472225429,0.421285504,0.784631115,-0.671407729,0.10601959400000001,-0.118729636,0.715535928,0.8890665590000001,-1.130317862,-0.37290204,0.455463399,-0.667936602,1.278212941,10
902,0.7954168540000001,-1.3986842119999998,-0.415265489,0.962739582,0.30794319,-0.275116199,-0.93202081,0.240282658,0.240885827,-1.034572355,-0.755002527,0.137265274,0.98428154,0.321612024,-0.061140380999999994,-0.160163832,0.43425732899999997,0.194925878,0.10361663300000001,10
903,0.7624651029999999,-1.4515434090000001,-0.480188646,1.312143221,-0.10417767,-0.055664654,-1.345055884,0.12035497,0.5330609860000001,-1.015505487,-0.501754131,0.033653863,0.6852353179999999,0.671006044,0.023584743999999998,-0.076400254,0.7456626120000001,0.580354532,0.366213351,10
904,0.652579503,-1.436613062,-0.304824324,1.107874544,0.286485954,-0.04397203,-1.349280048,0.237134315,0.250805846,-1.236251355,-0.730381607,0.134088773,0.746803248,0.807735512,-0.094830505,0.10222555400000001,0.8747437459999999,-0.051534605,0.7087955,10
906,0.472958311,-0.792418356,1.745586459,1.667707838,-0.289204754,-0.46675349899999996,-0.5764809879999999,-0.07967009900000001,0.42794426,-0.492631631,-0.600056561,-0.11716477199999999,0.45936058799999996,-0.723715971,-0.5561358829999999,-1.4258052280000002,-1.114072828,0.29680834899999997,1.769163611,10
907,1.068671332,-1.664329314,-0.17097442,1.4397163309999998,0.302146135,-0.391317669,-0.853270828,0.010337707,0.8799404479999999,-1.09163295,-0.610828504,0.9969102540000001,0.668194903,0.7659524590000001,-1.178183347,-0.220193284,-0.116483724,0.305592576,1.168554967,10
908,1.137477404,-1.7868701519999999,-0.47866023799999996,1.337710409,0.570989825,0.24904917,-1.2636407920000001,-0.163085373,0.613670756,-1.051946707,-1.199642154,0.6517848970000001,0.22377265100000002,0.481953024,0.620819908,0.24148783699999998,0.631646748,0.528664315,-0.7890193670000001,10
909,1.213259512,-1.8425172440000002,-0.49722119200000003,1.667466411,0.352883647,-0.033253045,-1.164521876,-0.328595395,0.7166327790000001,-0.892624125,-0.9760289520000001,0.505583054,0.500638211,0.901964707,0.24274234100000003,0.034877301,0.33956565200000005,0.754730007,0.8134282979999999,10
910,1.221460169,-1.8165782,-0.33872003100000003,1.260845925,0.793207732,0.355772376,-1.662482541,-0.246648697,0.552824278,-1.106369218,-1.248058521,0.44138829700000004,0.172870445,0.993120461,0.09856533599999999,-0.07501141900000001,0.912332369,0.940326104,0.988742006,10
913,0.639933519,-1.3352090140000001,0.014580876999999999,1.114323386,0.16560260300000001,-0.281548697,-1.146375478,-0.021503717000000002,0.8271351309999999,-0.48976864700000006,-0.34068652200000005,0.176823189,0.390969484,0.14170354400000001,-0.566309984,-0.040324432,1.1975330990000002,-0.128759164,0.360160854,11
915,0.569596629,-1.101993615,-0.41486313399999997,0.7021457329999999,0.042741111,0.116306158,-1.165095668,-0.320183017,1.270827598,-0.301836432,-0.228803352,0.47790052299999997,-0.71931179,-0.23463316,1.13627503,-0.121474704,0.530401583,-1.0710797909999998,-0.576917072,11
916,0.712933516,-1.283305709,-0.25847611,0.969007917,0.071573598,-0.11836636099999999,-0.652908946,-0.323043123,0.7199124659999999,-0.79838259,-1.049210618,0.89160723,-0.061032870999999995,-0.453285517,1.421631515,0.020909883,0.521652103,0.438931763,-0.73362622,11
917,0.8044708490000001,-1.273033144,-0.199543135,0.912739005,0.19620130100000002,-0.345515185,-1.068808824,-0.14616532599999998,1.142286347,-0.21712882600000002,-0.12071813099999999,0.19680340600000001,0.251413906,0.016779133,-0.371309747,-0.331971387,0.816811715,-0.170539484,0.18567826899999998,11
919,0.429480989,-1.3214081420000001,0.067693249,0.470163053,0.448565311,-0.627698011,-0.8861909459999999,-0.375010181,1.301720075,0.142500582,0.17345454300000002,0.296935599,-0.079478356,-0.402017443,-0.138846811,-0.487646453,0.929395305,-0.39359067799999997,1.732939176,11
920,0.686646092,-1.2587657859999999,0.296658362,0.7034719490000001,0.73849487,-0.7064479790000001,-0.931474128,-0.243173158,0.794161867,-0.264010051,-0.436990836,0.185978339,0.600012044,-0.020463713999999997,-0.273382328,-0.47425629,-0.143350801,-1.337051158,0.48583430299999997,11
921,0.8054413779999999,-1.541835895,-0.021345105,0.393839165,1.03443026,-0.443788468,-1.090498704,-0.380736461,0.6793669,-0.429278085,-0.7352135670000001,0.248563548,0.356210144,0.322710313,-0.293699903,-0.370517661,0.6744392690000001,-0.049858676,0.090421949,11
922,0.8548341909999999,-1.556402791,-0.202973906,0.5358510160000001,0.905591899,-0.6648574970000001,-0.844598418,-0.43764875299999995,0.808484091,-0.149383845,-0.688742739,0.406662344,0.579271644,-0.131307893,-0.418425892,-0.429569676,0.833527815,0.257043779,0.163955977,11
924,0.055957953,-0.270411216,1.9918318190000002,1.356528366,0.247580272,-0.278263292,-0.729925303,0.13971091300000002,0.434492455,-0.538662592,-0.614776161,0.43481320000000007,0.47802903799999996,-0.189441301,0.369673001,-0.929809378,-2.0700988430000002,-2.1346476290000003,1.081527288,12
925,0.435893032,-1.539038541,-0.174412648,0.839045365,0.537226977,-0.41985656600000004,-0.525084005,0.042259538,0.514476753,-0.399462651,-0.677020625,0.6223052960000001,0.682382495,-0.068811083,0.218683,0.14795351699999998,0.5086071839999999,-0.305662648,0.6452884729999999,12
926,0.43796885700000004,-1.6811689269999999,-0.11608641800000001,0.691779852,0.539054214,-0.45417218,-0.399744936,-0.19536677100000002,0.786155693,-0.29972243600000004,-0.7145622090000001,0.814373818,-0.191196544,-0.512211312,0.9546781320000001,0.355615571,0.8607019570000001,-0.679971894,0.972054415,12
927,0.486942682,-1.69660423,-0.10255608599999999,0.8598826620000001,0.49421202799999997,-0.479215968,-0.326379851,-0.10949432099999999,0.5109270220000001,-0.626358442,-0.838051028,0.696088921,-0.255019271,-0.289766015,0.701313367,0.17267847600000003,0.562895559,0.09609587800000001,0.087741754,12
928,0.531584984,-1.637922122,-0.215414947,1.0566583440000001,0.649844294,-0.46119266600000003,-0.353565177,0.10306664,0.38971020700000003,-0.5173652679999999,-0.677718426,0.43320285,0.373113581,0.137057845,0.224863113,0.525692908,0.800894131,-0.592078699,-0.143861194,12
929,0.534109939,-1.564185323,-0.01515742,1.182088946,0.5848739860000001,-0.471848475,-0.357511476,-0.026249307000000003,0.33529941,-0.371970961,-0.6549948520000001,0.19747016399999998,0.198331432,0.050568207000000004,0.151466885,-0.035033034,0.663152564,0.48201598,0.795921918,12
930,0.276325355,-0.300128159,2.288061829,1.748724428,0.24277931100000003,-0.23923119199999998,-0.706528047,0.08727286599999999,0.268917033,-0.711962845,-1.107954331,0.556128441,0.8295850220000001,0.102621348,0.290875263,-0.8883524359999999,-2.843717498,-2.161842665,0.165865342,12
931,0.75842632,-1.562762578,-0.160328852,0.953059113,0.722101242,-0.405536767,-0.47900507200000003,-0.173536542,0.6499381479999999,-0.30427728600000004,-0.752183347,0.432591733,0.12711135199999998,0.288558655,0.5145336739999999,0.283455208,0.6547843210000001,-0.159678408,-0.099804362,12
932,0.7967565329999999,-1.4056549969999999,-0.23814628399999999,0.832200866,0.932082805,-0.36181571,-0.472868684,0.008267756999999999,0.269650661,-0.558680548,-1.061928735,0.45553295,0.699009821,0.540591782,0.597906332,0.315759499,0.587565589,-0.408307105,0.63732393,12
933,0.705247393,-1.388601885,-0.16691789,0.7635682,0.791545955,-0.601936907,-0.46232132200000003,-0.119125534,0.649410582,-0.12227309199999999,-0.604873412,0.260894118,0.138400773,0.096305061,0.46458432899999996,0.091985201,0.7533349229999999,-0.161405048,-0.20673720000000004,12
934,0.568202628,-1.294685471,0.20366635800000002,0.580791545,0.90186568,-0.63593339,-0.527197768,-0.012167323999999998,0.374814054,-0.5029072410000001,-0.6678251270000001,0.230119753,0.411626492,0.468854153,0.054228902999999995,-0.042053877,0.542667758,-0.053964917,0.391840863,12
935,0.399101225,-1.4636820380000002,0.01378118,0.44909126,0.6924222329999999,-0.693939752,-0.36696491700000006,-0.131913026,0.20427548199999998,-0.733259187,-0.8405197209999999,0.37335369,0.58731321,0.11562574800000001,0.201060514,0.146462871,0.609844426,-0.507313692,0.02543638,12
936,0.238284193,-1.575636501,0.215793659,0.559444872,-0.5745991779999999,-0.577396955,-0.231654735,-0.08727371699999999,-1.3537439340000001,-0.74000372,-1.49184449,-1.924161803,2.9479394869999997,1.117422071,-0.858699555,-0.062108939,0.6925926929999999,0.164869127,1.117356702,13
937,0.419575962,-1.744758009,-0.014700537,0.895949833,-0.9223989779999999,-0.769523625,0.081711662,-0.258860767,-1.066017188,-0.662992566,-1.697738055,-1.42274945,2.964377378,0.7237877640000001,0.035138264,0.218057668,0.147842889,-0.043024713,0.664940445,13
938,0.480372966,-1.7763735809999999,-0.091487587,0.773426837,-0.829660649,-0.5478981310000001,-0.273139455,-0.29186966,-0.982293645,-0.496333543,-1.499049055,-1.792568595,2.83343112,0.885892091,-0.348612849,-0.117926104,0.23860553399999998,0.342435107,0.549785375,13
939,0.46885931,-1.723263772,-0.138484721,0.914269707,-0.9321504840000001,-0.937868312,0.303688537,-0.311783325,-1.318104742,-0.8606872659999999,-1.888868698,-1.473558605,2.932487174,0.671659688,-0.251632209,0.209222458,0.332535905,-0.117380655,0.353166796,13
940,0.615637346,-1.696871264,0.149322813,0.949000415,-0.786815145,-0.54936843,-0.163605116,-0.35186884,-0.951110682,-0.414275416,-1.717137766,-1.693978779,2.941390015,0.652450868,-0.128459086,0.023830813,0.120582842,0.033222611,-0.15070835800000001,13
941,-0.07159519,0.11357727199999999,3.8181505639999997,1.6566736219999998,-1.026892526,-1.039756781,-0.454320359,0.033620359,-0.924892095,-0.127677814,-0.921679046,-2.460083524,3.312363866,0.548773768,-1.3029993979999999,-1.75909314,-3.5100292939999997,-1.798538666,-0.037726728,13
942,0.021820247999999997,-1.130685544,0.40790861799999995,0.28272054,0.730634199,-0.450346442,-0.5903590679999999,0.595035105,0.258568271,-0.082044922,0.384465858,-0.725994722,0.849365125,1.017860935,-0.6972460429999999,0.057180365999999996,1.0321886279999999,0.10022651199999999,1.4995653230000001,13
943,0.19704260699999998,-1.250835575,0.472604066,0.015515336999999999,0.851543116,-0.188313024,-0.802919831,0.089763837,0.7335073259999999,0.207725949,0.229534138,-0.377317219,0.720910559,1.032250609,-0.43497256,-0.28745744300000003,0.226091718,0.065901661,0.794445568,13
944,0.420884794,-1.5833375630000002,0.408080695,0.200752071,0.313838096,-0.326280883,-0.32258588,-0.220045718,-0.600161207,-0.097004244,-1.257443941,-1.4336622669999999,2.123947208,0.8658549740000001,0.989733306,0.0005982569999999999,0.017158691,0.417268006,0.38090117700000004,13
945,0.580873061,-1.837083561,0.121671965,0.334955615,-0.15921954300000002,-0.519932085,0.037660792,-0.614601396,-0.7938965659999999,-5.7499999999999995e-05,-1.6216450009999999,-1.729405123,1.599517081,-0.182936657,1.1207973629999999,-0.551421103,0.50064032,1.200854285,1.607150783,13
946,0.642338075,-1.730611289,0.126298424,0.18380542600000002,0.573157767,-0.279031388,-0.543392239,-0.087410045,-0.33941245,-0.156202012,-1.054078659,-1.191420447,1.805000594,0.755641417,0.21444828100000002,-0.321978715,0.238544447,1.0962783329999999,0.21015704100000002,13
947,0.078527175,-0.067101606,3.389915643,1.389384695,-0.002580699,-0.7217831229999999,-0.329305363,0.21117746,-0.332920589,-1.12169261,-1.251898993,-0.11894623300000001,1.12526501,0.060369575,0.665541917,-1.2513063009999998,-3.1685099410000004,-0.8081811459999999,1.099194473,13
948,1.0020390609999998,-1.324513893,0.07752375,1.037579152,0.624963807,-0.311861918,-1.5610420790000001,-0.136002006,0.7086244829999999,-1.219483551,-0.8728500309999999,0.6801049220000001,0.471668332,1.086056004,-0.503082013,-0.486693075,0.438022274,0.7473918959999999,1.8167935769999999,14
949,1.137096617,-1.579715842,-0.445990613,0.988057535,0.824639885,-0.45869143799999995,-1.4201763809999999,-0.186582738,0.310719001,-1.5995334469999998,-1.4618521569999998,0.9393082140000001,0.957511813,0.8507499909999999,-0.018773648,-0.199284627,0.569133837,0.884618481,0.764988804,14
950,1.156859745,-1.4980868790000001,-0.13320814,1.197109236,0.8811410759999999,-0.349457313,-1.6993583369999998,-0.374648486,0.470922546,-1.240455478,-1.358451563,0.692434978,0.630450913,0.769669959,-0.727046537,-0.693803892,-0.1583384,-0.236545017,0.76324913,14
951,1.139224139,-1.607777691,-0.26987210100000003,0.8614512190000001,1.06665454,-0.139573088,-2.311459164,-0.303359757,0.669343527,-1.237235997,-1.212638281,0.665811078,1.0964147929999999,0.990786128,-0.472222651,-0.417820884,0.679947372,0.424677873,0.44503076,14
952,1.070567063,-1.6825775330000001,-0.266901896,0.710836603,1.158425502,-0.33383297300000003,-2.065048922,-0.530290363,0.73448202,-1.19455417,-1.181968578,0.7090058579999999,0.352365573,0.817949939,-0.074694476,-0.42315164299999997,0.843975003,0.955527068,-0.208707075,14
954,0.935296527,-0.23334631399999997,2.435262133,1.7354557000000002,0.439126154,-0.07984219299999999,-1.878263037,0.07674916799999999,0.498550269,-1.369065149,-1.252017304,0.30266847199999997,0.39356949,0.114693881,-0.575619923,-1.379681648,-1.262540061,-0.780347662,0.6603090420000001,14
955,1.647126167,-1.4112333069999998,-0.331681002,1.425061104,0.885141431,0.034290607,-1.975281372,-0.016396041,0.901145735,-1.289507747,-1.088047211,0.699673028,0.680978723,0.630614915,0.14650111300000002,-0.395118588,0.42430409799999996,0.6182096979999999,0.277472135,14
956,1.734721779,-1.589389411,-0.673000708,1.28608031,0.773610345,0.05658454,-1.660643017,0.029922525,0.7233187740000001,-1.7372408369999999,-1.313522903,0.8802269220000001,0.24510484899999999,0.678443837,0.187607373,-0.128648898,0.800657022,0.76229949,-0.012260264,14
957,1.761758612,-1.573476835,-0.676054466,1.479366943,0.9501456090000001,-0.141689976,-1.734441888,0.617427618,0.772255734,-1.3018375340000001,-0.348009994,-0.033693075,0.5729728270000001,1.4340178609999998,-0.7170536390000001,-0.319327233,0.508965977,1.025422283,0.6833219009999999,14
958,1.6619521959999999,-1.5919765559999999,-0.7353681209999999,1.672374213,0.49481632700000006,0.097350221,-1.760133046,0.434601374,1.083039267,-1.4186215880000002,-0.5076576829999999,0.562601194,0.10760248800000001,0.5028201720000001,0.12042460699999999,-0.182251793,0.5090465470000001,0.776130112,-0.29947656,14
